Accommodates,Bathrooms,Bedrooms,Beds,Check.In,Check.Out,Property.type,Room.type,Extra.people,Weekly.discount,Monthly.discount,Cancellation,Response.time,ID,price,e,city,price_per_indv
3, 1,0,1, Anytime after 2PM, 12PM (noon), Apartment, Entire home/apt, No Charge, 0%, 0%, Strict, within an hour,9331679,35,162,ch,11.6666666666667
2, 1,1,1, Anytime after 2PM, 11AM, Apartment, Private room, No Charge,,, Strict, within an hour,10824499,68,163,ch,34
2, 1 (Private),0,1,,, Apartment, Entire home/apt, No Charge,,, Flexible, within an hour,13973344,130,164,ch,65
4, 1 (Private),1,2,,, Apartment, Entire home/apt, $15 / night after the first guest, 15%, 25%, Flexible, within an hour,13924650,100,165,ch,25
2, 1 (Private),1,1,,, Apartment, Private room,,,, Flexible, within an hour,10992395,36,166,ch,18
2, 1 (Private),1,1, Flexible, 12PM (noon), Apartment, Private room, No Charge, 0%,, Flexible, within an hour,14185704,140,167,ch,70
2, 1,1,1,,, Bed & Breakfast, Private room, No Charge, 10%, 30%, Strict, within an hour,11865023,65,168,ch,32.5
3, 1,1,2,,, Apartment, Entire home/apt, $20 / night after 2 guests, 10%, 15%, Strict, within a few hours,13417077,63,169,ch,21
4, 1 (Private),1,2, Flexible, 12PM (noon), Townhouse, Private room, $10 / night after 2 guests, 10%, 20%, Moderate, within an hour,12997563,100,170,ch,25
2, 1,1,1,,, House, Private room, No Charge, 15%, 30%, Flexible, within an hour,8568341,59,171,ch,29.5
7, 1,1,4, Anytime after 4PM, 3PM, House, Private room, $25 / night after 2 guests, 11%, 30%, Strict, within an hour,13289061,119,172,ch,17
1, 1,1,1,,, Apartment, Shared room,,,, Flexible, within a day,14072818,69,173,ch,69
2, 1 (Shared),1,1,,, Loft, Entire home/apt, No Charge, 20%,, Strict, within an hour,12200565,60,174,ch,30
2, 1,1,2,,, Condominium, Private room, No Charge, 0%, 20%, Strict, within an hour,13991050,60,175,ch,30
2, 1 (Private),0,1, 6PM - 11PM,, Apartment, Entire home/apt, No Charge,,, Flexible, within an hour,13491325,27,176,ch,13.5
2, 1,1,1, 1PM - 4PM, 1PM, Apartment, Private room, $5 / night after the first guest,,, Moderate, within an hour,11703362,100,177,ch,50
1, 1,1,1,,, Apartment, Private room,, 0%, 0%, Flexible, within an hour,4330309,75,178,ch,75
